doc_id,section_id,corpus_type,year,y1_ebi,y2_sa,y3_civil,y4_nv,y5_corpus_type,y6_period,y10_rep,y7_surprisal,y8_mafapo,y9_cidh,y11_conv_rest,text_length_chars,n_sa_instances,n_nv_instances,n_rep_instances,n_nv_questioned,processing_time_s,has_warning,y8_cs,y9_cs,y8_mafapo_cs,y9_cidh_cs,corpus,y2_sa_z,y4_nv_z,y10_rep_z,y8_mafapo_cs_z,y9_cidh_cs_z,DIS_n1,IEI_n1
4e65a8bde9be809a08c85a65b1d2759eb3c4c339e05df00fb53ff13808e06da1,CONSIDERACIONES,A-CSJ,2018.0,0.0,1.0,0.9907,0.4,1,0.8276,0.26,0.7036583677693115,0.2752603373405047,0.235868495811809,,8000,60,6,3,0,1.852,False,0.1969836950302124,0.2393770217895507,0.1969836950302124,0.2393770217895507,A,0.615440636199528,0.6292106512665044,0.7224231015300904,0.41972008133211064,0.41496161359607925,0.5189010201540842,0.44271239369606263
4e65a8bde9be809a08c85a65b1d2759eb3c4c339e05df00fb53ff13808e06da1,DECISIÓN,A-CSJ,2018.0,0.0,1.0,0.9938,0.0,1,0.8276,0.0,0.678909686409019,0.2392848742536366,0.259891963646564,,1051,4,0,0,0,0.38,False,0.1828758716583252,0.235212504863739,0.1828758716583252,0.235212504863739,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.3375968846332685,0.38882137479631373,0.5124180460877212,0.3991550081835452
4f02fad65f7f67527db3e81414a58bb410559a19b03df01e88f9a848d1afe209,CONSIDERACIONES,A-CSJ,2016.0,0.0,1.0,0.9968,0.0,1,0.7586,0.0,0.7011743964473713,0.2495988915556527,0.2210990513903719,,8000,55,0,0,0,1.795,False,0.2603964805603027,0.2943888902664184,0.2603964805603027,0.2943888902664184,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.7772525250048089,0.7490263811600055,0.5124180460877212,0.6250754835863227
4f02fad65f7f67527db3e81414a58bb410559a19b03df01e88f9a848d1afe209,DECISIÓN,A-CSJ,2016.0,0.0,1.0,0.9945,0.0,1,0.7586,0.0,0.6789010202955106,0.260265855007274,0.2654094104707183,,671,3,0,0,0,0.288,False,0.2241061329841613,0.2745169997215271,0.2241061329841613,0.2745169997215271,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.5864106524850362,0.6397708644451449,0.5124180460877212,0.5364297248614301
5087ff8d325aba3d05c8c21849e28b2e58e7104e414223bd1a36263cf773ad31,DECISIÓN,A-CE,,0.0,1.0,0.9858,0.1282,0,0.5,0.7788,0.6917883766084802,0.2291805631638115,0.2327849924215124,,3374,17,1,5,0,0.772,False,0.1903538703918457,0.2475073337554931,0.1903538703918457,0.2475073337554931,A,0.615440636199528,0.41009823345381735,0.9797640635070559,0.38025923474427276,0.46726525527954466,0.3650093853265541,0.3331155288784476
509f961769e57ed1c22b287da92f973875c8d22b06626cb858ed9aa7ed65dd40,CONSIDERACIONES,A-CE,2005.0,0.0,1.0,0.9923,0.942,0,0.3793,0.0,0.707076795251094,0.2415300794731314,0.1975315164065902,,8000,100,13,0,0,1.816,False,0.1750189661979675,0.2330259084701538,0.1750189661979675,0.2330259084701538,A,0.615440636199528,0.9095671591511479,0.375536481290374,0.2954627518579286,0.3753380758922254,0.7210917839856243,0.5307640718584322
509f961769e57ed1c22b287da92f973875c8d22b06626cb858ed9aa7ed65dd40,DECISIÓN,A-CE,2005.0,0.0,1.0,0.9925,0.0,0,0.3793,0.3214,0.676487464439771,0.2205679076788651,0.2323706769144039,,1253,9,0,1,0,0.501,False,0.1457191705703735,0.1972197294235229,0.1457191705703735,0.1972197294235229,A,0.615440636199528,0.3133564794428533,0.786253786166372,0.1685272618536503,0.19082693364293632,0.3892028546249219,0.2182382910048038
50a93dcc78eff844105f718cbb671587164ba3550dffd77102230094b8e2a3b1,HECHOS,A-CSJ,2015.0,0.0,1.0,0.9819,0.0,1,0.7241,0.0,0.6753248536621973,0.206922934276643,0.2221345261464102,,1041,3,0,0,0,0.464,False,0.1298882961273193,0.2018384337425232,0.1298882961273193,0.2018384337425232,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.12036700357452063,0.21015278789075634,0.5124180460877212,0.287390832431872
50a93dcc78eff844105f718cbb671587164ba3550dffd77102230094b8e2a3b1,CONSIDERACIONES,A-CSJ,2015.0,0.0,1.0,0.9945,0.0,1,0.7241,0.0,0.699019559505452,0.2507828726581157,0.2167699428673634,,8000,71,0,0,0,2.057,False,0.1536676287651062,0.1955800056457519,0.1536676287651062,0.1955800056457519,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.1979982874015404,0.18430090919816589,0.5124180460877212,0.30939140603281085
50a93dcc78eff844105f718cbb671587164ba3550dffd77102230094b8e2a3b1,DECISIÓN,A-CSJ,2015.0,0.0,1.0,0.9874,0.0,1,0.7241,0.0,0.6662693357004331,0.20010489481681,0.2297016653554404,,1432,7,0,0,0,0.498,False,0.2868260145187378,0.3096442222595215,0.2868260145187378,0.3096442222595215,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.870524116541399,0.8163629532481311,0.5124180460877212,0.6711878550417544
51f6c0948856c2604b566132838d7488eb3bdc1596e90fa610dcfdeda5a9258d,HECHOS,A-CSJ,,0.0,1.0,0.9882,0.7083,1,0.5,0.0,0.7014567953891186,0.1843967024140507,0.2019401781504486,,1111,3,2,0,0,0.403,False,0.2628371715545654,0.2939015626907348,0.2628371715545654,0.2939015626907348,A,0.615440636199528,0.8236191192930988,0.375536481290374,0.7875624585197705,0.7466259200696687,0.6910099700353072,0.7557695280610532
51f6c0948856c2604b566132838d7488eb3bdc1596e90fa610dcfdeda5a9258d,DECISIÓN,A-CSJ,,0.0,0.65,0.9946,0.0,1,0.5,0.0,0.6670005883405687,0.2230027060960858,0.2530755165296645,,743,3,0,0,0,0.336,False,0.2614195346832275,0.3195604085922241,0.2614195346832275,0.3195604085922241,A,0.27116699167845204,0.3133564794428533,0.375536481290374,0.7816170321683122,0.8520675440544471,0.39192227050534467,0.6472112936724371
54214e95e02c9df91fe86364913c8fdba183546bf71bb24b2fc111ec9180d6f6,CONSIDERACIONES,A-CSJ,2014.0,0.0,1.0,0.9956,0.4,1,0.6897,0.0,0.7192218799064889,0.3055763600053608,0.2657401784393087,,8000,72,6,0,0,1.77,False,0.2500796318054199,0.2609992623329162,0.2500796318054199,0.2609992623329162,A,0.615440636199528,0.6292106512665044,0.375536481290374,0.7298189223643269,0.5550964957024909,0.6229670062259991,0.6486512885265638
54214e95e02c9df91fe86364913c8fdba183546bf71bb24b2fc111ec9180d6f6,DECISIÓN,A-CSJ,2014.0,0.0,1.0,0.9912,0.0,1,0.6897,0.0,0.6935727115798589,0.2610695827349838,0.2682782080184528,,1257,7,0,0,0,0.432,False,0.1762661337852478,0.2182129025459289,0.1762661337852478,0.2182129025459289,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.3019458961518582,0.2898111852219742,0.5124180460877212,0.36687512430018376
54f16a9edb76f0c1af04dd8a18c819fe6d236cc8a5a129d98d8415f6bdc7a0ce,CONSIDERACIONES,A-CSJ,2018.0,0.0,1.0,0.9915,0.2798,0,0.8276,0.0804,0.685826228605639,0.2280819936641502,0.182900743687306,,7180,46,5,1,0,1.725,False,0.1898185014724731,0.2525588274002075,0.1898185014724731,0.2525588274002075,A,0.615440636199528,0.5334956564280823,0.48612889259882525,0.37713331841216347,0.5002047977118502,0.556289034640016,0.4681857565738828
54f16a9edb76f0c1af04dd8a18c819fe6d236cc8a5a129d98d8415f6bdc7a0ce,DECISIÓN,A-CSJ,2018.0,0.0,0.325,0.9902,0.0,0,0.8276,0.0,0.675424853947175,0.2666489899178839,0.2992741579007021,,499,1,0,0,0,0.249,False,0.3091779351234436,0.3497517108917236,0.3091779351234436,0.3497517108917236,A,0.08758787535064123,0.3133564794428533,0.375536481290374,0.9213103414506958,0.9268656940876524,0.32766957979061084,0.7110635819279125
564e929ad9f0f0bd90cce7516093e61457fb90f5931e7dabd678b98b47293a4a,CONSIDERACIONES,A-CE,2017.0,0.0,1.0,0.996,0.0324,0,0.7931,0.0,0.7144572497007075,0.253909985644116,0.2015658680843899,,5228,25,1,0,0,1.365,False,0.1452664136886596,0.1875137686729431,0.1452664136886596,0.1875137686729431,A,0.615440636199528,0.3366863790672415,0.375536481290374,0.16695872280841267,0.15470481924655047,0.5205835109562571,0.2984408153409901
564e929ad9f0f0bd90cce7516093e61457fb90f5931e7dabd678b98b47293a4a,DECISIÓN,A-CE,2017.0,0.0,0.6825,0.99,0.0,0,0.7931,0.0,0.6926580577884285,0.2584225007494368,0.2642497862843841,,1168,4,0,0,0,0.364,False,0.1885735988616943,0.2416362166404724,0.1885735988616943,0.2416362166404724,A,0.2987545029630376,0.3133564794428533,0.375536481290374,0.36990434395186067,0.42935555461292674,0.4015778994549496,0.41856945490837505
56b1fce642a634504c1dcd1f10bf85ebce9b173ef93ba83e0ca711562dbb2460,CONSIDERACIONES,A-CE,2017.0,0.0,1.0,0.9883,0.2688,0,0.7931,0.2903,0.694924876302456,0.2455172065089554,0.2142765236574707,,8000,66,5,4,0,2.022,False,0.1599372029304504,0.1925180554389953,0.1599372029304504,0.1925180554389953,A,0.615440636199528,0.524497292127747,0.7553306102242565,0.22386785347074267,0.17257960397095837,0.4723790918472693,0.2929278704960371
56b1fce642a634504c1dcd1f10bf85ebce9b173ef93ba83e0ca711562dbb2460,DECISIÓN,A-CE,2017.0,0.0,0.8125,0.9925,0.0,0,0.7931,0.0,0.6840327219360968,0.2466741331559752,0.2634373380504404,,950,5,0,0,0,0.447,False,0.2658995389938354,0.2774634957313537,0.2658995389938354,0.2774634957313537,A,0.42278766951309105,0.3133564794428533,0.375536481290374,0.7999993414949371,0.6573107129670707,0.44498950774746826,0.6146937357192805
56ccaa67b12645eda3ffcf9827e88f18449c896e5ffdc1d2eddc394eb6544ae9,CONSIDERACIONES,A-CE,2003.0,0.0,1.0,0.9803,0.0821,0,0.3103,0.0917,0.6955877795871441,0.2598244787539585,0.2257013670152878,,8000,35,2,1,0,4.059,False,0.2211886644363403,0.2776791453361511,0.2211886644363403,0.2776791453361511,A,0.615440636199528,0.3740413891788388,0.5020436556387956,0.5687485195142973,0.6585783929557767,0.4957056121907897,0.52387927658811
56ccaa67b12645eda3ffcf9827e88f18449c896e5ffdc1d2eddc394eb6544ae9,DECISIÓN,A-CE,2003.0,0.0,1.0,0.994,0.0,0,0.3103,0.625,0.6800071477304068,0.2347402852588506,0.222711354019333,,1212,6,0,1,0,0.665,False,0.1313905715942382,0.1662145256996154,0.1313905715942382,0.1662145256996154,A,0.615440636199528,0.3133564794428533,0.9531677192122913,0.12437040395538729,0.09496147441426275,0.3391286747111461,0.15022751228549316
5795a1a495c73d0ae8a2dceee05623c2d51eddc7b49364c10fba845258be58ab,HECHOS,A-CSJ,2017.0,0.0,1.0,0.9893,0.2754,1,0.7931,0.0978,0.6995425582254566,0.2214748498796414,0.2455263935304494,,6408,44,5,1,0,2.288,False,0.2792761325836181,0.3231721520423889,0.2792761325836181,0.3231721520423889,A,0.615440636199528,0.5298985956769329,0.5106351459976111,0.8479024185258606,0.8635683464022222,0.547678187357478,0.6998271354842067
5795a1a495c73d0ae8a2dceee05623c2d51eddc7b49364c10fba845258be58ab,CONSIDERACIONES,A-CSJ,2017.0,0.0,1.0,0.9916,0.0897,1,0.7931,0.0,0.7067141002395307,0.2729073419928887,0.2517665536136793,,8000,65,2,0,0,2.732,False,0.2084762454032898,0.2719033360481262,0.2084762454032898,0.2719033360481262,A,0.615440636199528,0.37990181650863575,0.375536481290374,0.49032023012239834,0.623891897830126,0.5357089140607451,0.5162586179779487
5795a1a495c73d0ae8a2dceee05623c2d51eddc7b49364c10fba845258be58ab,DECISIÓN,A-CSJ,2017.0,0.0,1.0,0.9864,0.0,1,0.7931,0.0,0.6472532155834966,0.2306209643041809,0.255530057491379,,520,6,0,0,0,0.426,False,0.2748737931251526,0.2895540595054626,0.2748737931251526,0.2895540595054626,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.8332718055827731,0.7245490540958396,0.5124180460877212,0.639786766375777
579957b654b50e4304d4c521f34b579041cecc87782a576691ae98a5f159aae1,CONSIDERACIONES,A-CSJ,2000.0,0.0,1.0,0.9812,0.3194,1,0.2069,0.0,0.6778504459621146,0.2154494579922845,0.2338874399385446,,8000,30,9,0,0,4.26,False,0.228492796421051,0.279218316078186,0.228492796421051,0.279218316078186,A,0.615440636199528,0.5656686773883715,0.375536481290374,0.612541040735601,0.6675597650337636,0.6007273153686525,0.6142111903532311
579957b654b50e4304d4c521f34b579041cecc87782a576691ae98a5f159aae1,DECISIÓN,A-CSJ,2000.0,0.0,1.0,0.9907,0.0,1,0.2069,0.0,0.6415770194543168,0.1950060873958712,0.2266961393841172,,210,1,0,0,0,0.335,False,0.17840176820755,0.2507104277610779,0.17840176820755,0.2507104277610779,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.3132323142274627,0.4881369092224342,0.5124180460877212,0.4104905154267373
579957b654b50e4304d4c521f34b579041cecc87782a576691ae98a5f159aae1,DECISIÓN,A-CSJ,2000.0,0.0,1.0,0.988,0.2153,1,0.2069,0.1031,0.6415770194543168,0.1950060873958712,0.2266961393841172,,8000,44,4,1,0,3.527,False,0.17840176820755,0.2507104277610779,0.17840176820755,0.2507104277610779,A,0.615440636199528,0.4806129837612678,0.5180949659043886,0.3132323142274627,0.4881369092224342,0.5281902772149619,0.423792944583538
582a0ca996f8f4da5d02d56b1a63437f70fb458a912f82b32ab07544f2ab17dc,CONSIDERACIONES,A-CSJ,2014.0,0.0,1.0,0.9969,0.1111,1,0.6897,0.2024,0.7203854705281655,0.2659702331093529,0.2111440770376341,,5252,23,2,2,0,3.13,False,0.1782565116882324,0.2175313830375671,0.1782565116882324,0.2175313830375671,A,0.615440636199528,0.3965877921666637,0.6529310322316738,0.31245740582135867,0.2861610460332002,0.458330640258665,0.3351530428394467
582a0ca996f8f4da5d02d56b1a63437f70fb458a912f82b32ab07544f2ab17dc,DECISIÓN,A-CSJ,2014.0,0.0,0.4313,0.9921,0.0,1,0.6897,0.0,0.6644488759724301,0.2098924232883183,0.2425153062217937,,740,3,0,0,0,0.589,False,0.1585130095481872,0.2257424592971801,0.1585130095481872,0.2257424592971801,A,0.1300694089220761,0.3133564794428533,0.375536481290374,0.21778699577202817,0.33189467614266505,0.34253811654061306,0.34583620735138143
58ca5969441aa9f271c612f5e3cf47d78ee367a21690ebaafa55b4d27baf6493,DECISIÓN,A-CE,,0.0,0.52,0.9968,0.0,0,0.5,0.0,0.6416149128462475,0.219300078856812,0.2372413642487638,,605,2,0,0,0,0.538,False,0.2422628998756408,0.2713711857795715,0.2422628998756408,0.2713711857795715,A,0.17790510243813928,0.3133564794428533,0.375536481290374,0.6899155142430952,0.6206247154044576,0.3592806092712352,0.5688271966686133
5b2ca880cd1d9f46cc2fdc4c87d67d7c79441a417d5e7434dda05b500198ce94,CONSIDERACIONES,A-CSJ,2007.0,0.0,0.8805,0.9781,0.2093,1,0.4483,0.0523,0.7327978350694863,0.2543749587265778,0.2809543899098115,,8000,30,6,1,0,3.946,False,0.2014222145080566,0.2446352839469909,0.2014222145080566,0.2446352839469909,A,0.49302871859386965,0.47569752747686217,0.44674358109312484,0.4467584920339367,0.4486455110387952,0.5050311117968187,0.4756702400702274
5b2ca880cd1d9f46cc2fdc4c87d67d7c79441a417d5e7434dda05b500198ce94,DECISIÓN,A-CSJ,2007.0,0.0,1.0,0.9932,0.3889,1,0.4483,0.0,0.6489644472402447,0.1906393013081745,0.2011453592838752,,523,5,1,0,0,0.634,False,0.2921719551086426,0.3281295299530029,0.2921719551086426,0.3281295299530029,A,0.615440636199528,0.6206687648996695,0.375536481290374,0.8847565296788592,0.8781189696360971,0.6199773459976069,0.7653484742816627
5b69527a56abd944c9bab22a4e99ef8632d45cde19573f8dbe04bf758ea93888,HECHOS,A-CSJ,2010.0,0.0,1.0,0.9801,0.5556,1,0.5517,0.0,0.7000988554316722,0.2058766679168445,0.2193702433748005,,1090,3,1,0,0,0.735,False,0.2791298031806946,0.3182598948478699,0.2791298031806946,0.3182598948478699,A,0.615440636199528,0.7387936504925534,0.375536481290374,0.8474335194295192,0.8477343214358721,0.6613210559551163,0.7757397124525697
5b69527a56abd944c9bab22a4e99ef8632d45cde19573f8dbe04bf758ea93888,DECISIÓN,A-CSJ,2010.0,0.0,0.325,0.9902,0.0,1,0.5517,0.0,0.6446550833740756,0.2199988519874756,0.2557820645664171,,407,1,0,0,0,0.587,False,0.2127230763435363,0.2506457567214966,0.2127230763435363,0.2506457567214966,A,0.08758787535064123,0.3133564794428533,0.375536481290374,0.5166601476458573,0.48771485132369724,0.32766957979061084,0.481605845543428
5c15f0d320ed9c989f6bd416bb885bdae1443139d55bab358b62cd2b2673ca82,CONSIDERACIONES,A-CE,2005.0,0.0,1.0,0.9955,0.4321,0,0.3793,0.0,0.6983650174098528,0.2540741074251524,0.2205574407614083,,8000,64,7,0,0,3.67,False,0.1271396875381469,0.1670631170272827,0.1271396875381469,0.1670631170272827,A,0.615440636199528,0.6534468004384826,0.375536481290374,0.11333002635742592,0.09688362460716825,0.6314496584361915,0.3472966379980786
5c15f0d320ed9c989f6bd416bb885bdae1443139d55bab358b62cd2b2673ca82,DECISIÓN,A-CE,2005.0,0.0,0.7222,0.9898,0.0,0,0.3793,0.0,0.6809508697207871,0.2485308296106319,0.2862778014362996,,881,5,0,0,0,0.669,False,0.2235434055328369,0.2763554453849792,0.2235434055328369,0.2763554453849792,A,0.3345339548269462,0.3133564794428533,0.375536481290374,0.5830197313475448,0.6507619744211761,0.41410070760731765,0.5374411244585143
5d262916b690464e6e7a4e347e2800d310079d93ff46e9f6c40231b1662ef22a,CONSIDERACIONES,A-CE,2007.0,0.0,1.0,0.9917,0.0833,0,0.4483,0.1125,0.6961671623964908,0.2891954887635493,0.2490150524533605,,8000,48,1,1,0,3.861,False,0.196390151977539,0.2442461848258972,0.196390151977539,0.2442461848258972,A,0.615440636199528,0.37496431631196064,0.53130367571925,0.4161369764649399,0.4461328166121488,0.48725063066324603,0.42235484901929893
5d262916b690464e6e7a4e347e2800d310079d93ff46e9f6c40231b1662ef22a,CONSIDERACIONES,A-CE,2007.0,0.0,1.0,0.9927,0.0,0,0.4483,0.1731,0.6961671623964908,0.2891954887635493,0.2490150524533605,,3112,26,0,1,0,1.636,False,0.196390151977539,0.2442461848258972,0.196390151977539,0.2442461848258972,A,0.615440636199528,0.3133564794428533,0.6146374724588012,0.4161369764649399,0.4461328166121488,0.4406877487371931,0.39028613045411176
5d262916b690464e6e7a4e347e2800d310079d93ff46e9f6c40231b1662ef22a,CONSIDERACIONES,A-CE,2007.0,0.0,1.0,0.9896,0.3475,0,0.4483,0.0,0.6961671623964908,0.2891954887635493,0.2490150524533605,,8000,50,7,0,0,3.813,False,0.196390151977539,0.2442461848258972,0.196390151977539,0.2442461848258972,A,0.615440636199528,0.5881833770587006,0.375536481290374,0.4161369764649399,0.4461328166121488,0.6086074602532678,0.5068130530917591
5d262916b690464e6e7a4e347e2800d310079d93ff46e9f6c40231b1662ef22a,DECISIÓN,A-CE,2007.0,0.0,0.0,0.9944,0.0,0,0.4483,0.0,0.6410345751150868,0.2138112052924341,0.2276305152180293,,207,0,0,0,0,0.306,False,0.1738367080688476,0.2487558126449585,0.1738367080688476,0.2487558126449585,A,0.024169707443500377,0.3133564794428533,0.375536481290374,0.28939230365470403,0.4753908765800714,0.3054732210231116,0.39959730519779924
5d262916b690464e6e7a4e347e2800d310079d93ff46e9f6c40231b1662ef22a,DECISIÓN,A-CE,2007.0,0.0,1.0,0.9844,0.0595,0,0.4483,0.1384,0.6410345751150868,0.2138112052924341,0.2276305152180293,,8000,33,1,2,0,2.319,False,0.1738367080688476,0.2487558126449585,0.1738367080688476,0.2487558126449585,A,0.615440636199528,0.3568368908038639,0.567416991943986,0.28939230365470403,0.4753908765800714,0.47007203686799137,0.37209130590732953
5d3a164339e079058c75050b5822528177101b1b0bc79089514d87b38cfa9f5d,HECHOS,A-CE,2014.0,0.0,0.8698,0.9767,0.3865,0,0.6897,0.0,0.7189970332911638,0.2324447964875947,0.2472194229406317,,8000,29,13,0,0,2.621,False,0.173940896987915,0.233802855014801,0.173940896987915,0.233802855014801,A,0.48188565082930224,0.6188117879870185,0.375536481290374,0.28992429652263985,0.38010808816083747,0.5725831591986,0.45709077215377125
5d3a164339e079058c75050b5822528177101b1b0bc79089514d87b38cfa9f5d,CONSIDERACIONES,A-CE,2014.0,0.0,1.0,0.9723,0.0694,0,0.6897,0.0417,0.6999680084923063,0.2729168450495387,0.2684625541339168,,8000,46,2,1,0,2.717,False,0.2085957527160644,0.2650842666625976,0.2085957527160644,0.2650842666625976,A,0.615440636199528,0.3643309858389947,0.4320319146283893,0.49106139515372926,0.5812691237013227,0.5133104933249661,0.49280167657814056
5d3a164339e079058c75050b5822528177101b1b0bc79089514d87b38cfa9f5d,CONSIDERACIONES,A-CE,2014.0,0.0,1.0,0.986,0.3246,0,0.6897,0.3158,0.6999680084923063,0.2729168450495387,0.2684625541339168,,5161,37,4,3,0,1.678,False,0.2085957527160644,0.2650842666625976,0.2085957527160644,0.2650842666625976,A,0.615440636199528,0.5698584969376738,0.7809028138236481,0.49106139515372926,0.5812691237013227,0.48058385245092616,0.47440937451375853
5d3a164339e079058c75050b5822528177101b1b0bc79089514d87b38cfa9f5d,CONSIDERACIONES,A-CE,2014.0,0.0,1.0,0.9881,0.4,0,0.6897,0.42,0.6999680084923063,0.2729168450495387,0.2684625541339168,,8000,36,6,5,0,2.638,False,0.2085957527160644,0.2650842666625976,0.2085957527160644,0.2650842666625976,A,0.615440636199528,0.6292106512665044,0.8650732757827969,0.49106139515372926,0.5812691237013227,0.47610596787827225,0.47241332070413644
5d3a164339e079058c75050b5822528177101b1b0bc79089514d87b38cfa9f5d,DECISIÓN,A-CE,2014.0,0.0,1.0,1.0,0.0,0,0.6897,0.0,0.6636525221758494,0.3422470260594196,0.334555769074461,,212,2,0,0,0,0.253,False,0.2024643421173095,0.229303777217865,0.2024643421173095,0.229303777217865,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.4531589892287281,0.35283379803341347,0.5124180460877212,0.43240422943937606
5d3a164339e079058c75050b5822528177101b1b0bc79089514d87b38cfa9f5d,DECISIÓN,A-CE,2014.0,0.0,0.8667,0.9903,0.0,0,0.6897,0.0,0.6636525221758494,0.3422470260594196,0.334555769074461,,2024,4,0,0,0,0.815,False,0.2024643421173095,0.229303777217865,0.2024643421173095,0.229303777217865,A,0.4786601584403959,0.3133564794428533,0.375536481290374,0.4531589892287281,0.35283379803341347,0.464544878872025,0.43240422943937606
5d3a164339e079058c75050b5822528177101b1b0bc79089514d87b38cfa9f5d,CONSIDERACIONES,A-CE,2014.0,0.0,0.97,0.9822,0.0694,0,0.6897,0.0781,0.6999680084923063,0.2729168450495387,0.2684625541339168,,5052,18,1,1,0,1.783,False,0.2085957527160644,0.2650842666625976,0.2085957527160644,0.2650842666625976,A,0.5854500650931723,0.3643309858389947,0.48289199840877683,0.49106139515372926,0.5812691237013227,0.48755576830362535,0.4826296598220631
5d9f344ca202681a6a2638d24e03baf8c93fff56c68f6558f60441f0057dbcf9,DECISIÓN,A-CE,2004.0,0.0,1.0,0.9904,0.0,0,0.3448,0.495,0.6917129021630094,0.2453290708816059,0.2495292607766923,,3196,9,0,2,0,1.044,False,0.1728870272636413,0.2255252599716186,0.1728870272636413,0.2255252599716186,A,0.615440636199528,0.3133564794428533,0.9072653706083008,0.2845699910320991,0.33063788222866936,0.3528993792923432,0.2626131190460217
5ee19e3ec4b05a744d2b132cebd2fd52c687bb4e2423fb27d1b73799c081dbbc,HECHOS,A-CSJ,2016.0,0.0,1.0,0.9892,0.0,1,0.7586,0.0,0.683743025414137,0.2101889442297884,0.2154485622634748,,833,4,0,0,0,0.423,False,0.1454346179962158,0.1950984597206115,0.1454346179962158,0.1950984597206115,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.16754008577109514,0.18241750348230215,0.5124180460877212,0.2983543543189823
5ee19e3ec4b05a744d2b132cebd2fd52c687bb4e2423fb27d1b73799c081dbbc,CONSIDERACIONES,A-CSJ,2016.0,0.0,1.0,0.9926,0.053,1,0.7586,0.1023,0.726920005424107,0.3124825278462818,0.2517448068163261,,8000,46,1,1,0,2.531,False,0.2039058208465576,0.240882933139801,0.2039058208465576,0.240882933139801,A,0.615440636199528,0.3519540923119401,0.5169693902502454,0.4620373526589869,0.42454162836746695,0.4834973379039402,0.43121604413207476
5ee19e3ec4b05a744d2b132cebd2fd52c687bb4e2423fb27d1b73799c081dbbc,DECISIÓN,A-CSJ,2016.0,0.0,1.0,0.9936,0.0,1,0.7586,0.0,0.6665987377209981,0.2676896431179971,0.2770500106950601,,508,4,0,0,0,0.334,False,0.1993764638900756,0.2333519458770752,0.1993764638900756,0.2333519458770752,A,0.615440636199528,0.3133564794428533,0.375536481290374,0.4342470878788275,0.3773368757239232,0.5124180460877212,0.4306856795050128
60fe3a5fe8639d765cd9819859af8f840498cd899c4bae3e357a958af03190fd,CONSIDERACIONES,A-CSJ,2018.0,0.0,1.0,0.9892,0.3173,1,0.8276,0.1473,0.700765475044353,0.2485131834831601,0.1903623906207813,,8000,60,6,2,0,2.402,False,0.1915088295936584,0.2099549770355224,0.1915088295936584,0.2099549770355224,A,0.615440636199528,0.5639739361033627,0.5796824684689681,0.38703644196359216,0.2474983203946255,0.5388903597653213,0.4100194090982294
60fe3a5fe8639d765cd9819859af8f840498cd899c4bae3e357a958af03190fd,DECISIÓN,A-CSJ,2018.0,0.0,0.9286,0.9914,0.0,1,0.8276,0.0,0.6776835635917329,0.2483347104579838,0.2701676439982561,,1046,5,0,0,0,0.517,False,0.2136429548263549,0.2305291295051574,0.2136429548263549,0.2305291295051574,A,0.5430467933184526,0.3133564794428533,0.375536481290374,0.5223583139962978,0.3601761590074685,0.4870802010793448,0.4580924653028364
6142253bdf38cd5cc397589515bdee769a0fa913e6ac6d97b57ba0ccbce41639,CONSIDERACIONES,A-CSJ,2016.0,0.0,1.0,0.9931,0.3796,1,0.7586,0.125,0.6914678791008836,0.268037668352592,0.2331287068250095,,8000,71,5,1,0,2.207,False,0.2313998341560363,0.2674022316932678,0.2313998341560363,0.2674022316932678,A,0.615440636199528,0.6134537608110644,0.5487976282857933,0.6295173842125041,0.5959290222329017,0.5654737504679693,0.5831208034665643
6142253bdf38cd5cc397589515bdee769a0fa913e6ac6d97b57ba0ccbce41639,DECISIÓN,A-CSJ,2016.0,0.0,0.26,0.9943,0.0,1,0.7586,0.0,0.6551755411686259,0.2267964427189648,0.255572863728877,,607,1,0,0,0,0.329,False,0.2613537311553955,0.302736759185791,0.2613537311553955,0.302736759185791,A,0.06821757679704545,0.3133564794428533,0.375536481290374,0.7813381680040263,0.787759687734641,0.32088997529685237,0.6342521199509759
61c54929ab3781f501c37871f15a3c44d2a4ee48e4e5022179446e4108020dfb,HECHOS,A-CE,2018.0,0.0,1.0,0.9895,0.6167,0,0.8276,0.0,0.7143530473104029,0.221445374193026,0.2369534645193293,,3241,20,4,0,0,1.012,False,0.1945466995239257,0.2401994466781616,0.1945466995239257,0.2401994466781616,A,0.615440636199528,0.7756189109978069,0.375536481290374,0.4050663579891946,0.42018607375160205,0.674209897131955,0.5446078715379155
